RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
565,01/02/2022,Delhi,Delhi,Monsoon,27.3,54,5.4,1.9,1001.4,Sunny
566,16/06/2022,Kolkata,West Bengal,Winter,12.4,53,4.3,0.42,1007.1,Fog
567,01/02/2023,Pune,Maharashtra,Winter,16,46,21.5,1.68,1010.5,Cloudy
568,20/03/2023,Chennai,Tamil Nadu,Autumn,25.6,54,3.1,0.36,1007.8,Fog
569,27/01/2024,Hyderabad,Telangana,Autumn,26.2,47,3.6,1.54,1010.9,Cloudy
570,20/10/2023,Lucknow,Uttar Pradesh,Autumn,29.6,71,30.5,0.25,1004.6,Storm
571,16/08/2022,Jaipur,Rajasthan,Monsoon,29.1,81,11.6,4.31,1011.4,Storm
572,09/09/2022,Ahmedabad,Gujarat,Autumn,31.4,50,12.4,0.39,1004.7,Storm
573,17/02/2024,Kolkata,West Bengal,Summer,32.5,67,32.9,0.47,1015.8,Haze
574,03/03/2022,Delhi,Delhi,Winter,19.2,55,3.4,1.67,1020.5,Cloudy
575,25/01/2023,Kolkata,West Bengal,Autumn,22.3,69,15.5,0.7,1010.4,Haze
576,16/07/2022,Kolkata,West Bengal,Summer,34.4,52,23.9,0.55,1013.1,Storm
577,18/01/2023,Pune,Maharashtra,Monsoon,27.4,85,8.4,3.27,996.2,Fog
578,14/04/2022,Ahmedabad,Gujarat,Winter,15.9,89,5.5,1.4,1005.7,Fog
579,23/02/2022,Chennai,Tamil Nadu,Monsoon,32.3,74,15.5,0.92,1008.6,Haze
580,01/02/2022,Delhi,Delhi,Winter,22.7,60,31.8,1.53,1003.2,Haze
581,28/09/2022,Pune,Maharashtra,Monsoon,30.2,52,22.8,6.74,1013.9,Sunny
582,06/06/2024,Bangalore,Karnataka,Autumn,25.3,79,9.1,0.41,1017.4,Cloudy
583,25/11/2023,Kolkata,West Bengal,Autumn,25,71,12.2,0.77,1014.7,Cloudy
584,13/03/2023,Ahmedabad,Gujarat,Winter,20.2,46,4.7,0.03,1014.6,Haze
585,27/08/2022,Lucknow,Uttar Pradesh,Autumn,24.5,61,2.3,2.12,1010.1,Storm
586,18/02/2022,Chennai,Tamil Nadu,Monsoon,29.6,51,15,2.05,1007.7,Sunny
587,07/06/2022,Kolkata,West Bengal,Monsoon,30.6,91,8.8,4.81,1014.9,Storm
588,24/09/2023,Chennai,Tamil Nadu,Winter,12.2,44,8.1,0.66,1003.1,Fog
589,28/10/2022,Delhi,Delhi,Winter,11.1,87,34.5,0.25,1013.4,Cloudy
590,07/03/2024,Lucknow,Uttar Pradesh,Summer,36.7,82,2.1,1.12,1016.3,Rain
591,12/01/2024,Ahmedabad,Gujarat,Summer,32.8,46,1.1,0.47,1022.4,Haze
592,03/08/2023,Pune,Maharashtra,Summer,35,43,11.9,0.55,1005,Haze
593,27/03/2023,Bangalore,Karnataka,Summer,30,75,34.3,0.69,1005.7,Fog
594,12/01/2022,Kolkata,West Bengal,Monsoon,30.7,35,17.1,2.01,1005.6,Sunny
595,22/11/2023,Ahmedabad,Gujarat,Monsoon,26.6,41,4.1,2.83,1018.2,Storm
596,12/03/2023,Lucknow,Uttar Pradesh,Summer,27.9,58,30.3,0.19,1012.6,Storm
597,01/07/2023,Jaipur,Rajasthan,Autumn,23.1,58,29.5,0.13,1010.4,Rain
598,30/01/2023,Lucknow,Uttar Pradesh,Monsoon,28.9,45,31.8,2.29,1012.8,Haze
599,09/11/2023,Bangalore,Karnataka,Monsoon,24.3,73,5.2,6.44,1013.6,Cloudy
600,21/04/2022,Hyderabad,Telangana,Winter,21.9,37,3.8,0.07,1012.5,Cloudy
601,06/11/2023,Jaipur,Rajasthan,Summer,35.8,40,4.7,0.17,1006.6,Sunny
602,21/09/2023,Hyderabad,Telangana,Summer,47.6,37,24.8,0.67,1013.2,Storm
603,13/05/2024,Hyderabad,Telangana,Winter,16.7,72,34.4,1.18,1014.4,Rain
604,20/09/2022,Jaipur,Rajasthan,Winter,17.7,65,1.5,0.45,1010.2,Cloudy
605,14/02/2023,Mumbai,Maharashtra,Summer,35.8,56,4.1,0.83,1013.7,Rain
606,21/06/2023,Mumbai,Maharashtra,Monsoon,24.5,35,28.6,1.3,1013.1,Sunny
607,21/12/2022,Kolkata,West Bengal,Winter,22,61,10.3,0.93,1003.8,Haze
608,23/10/2023,Delhi,Delhi,Summer,32.5,47,25.6,2.64,1003.3,Sunny
609,07/03/2023,Delhi,Delhi,Monsoon,25.2,81,11.1,1.92,985.4,Cloudy
610,24/01/2024,Lucknow,Uttar Pradesh,Winter,24.3,72,9.4,0.19,1011.2,Rain
611,13/04/2023,Pune,Maharashtra,Winter,11.7,38,32,0.31,1006.3,Fog
612,07/02/2022,Mumbai,Maharashtra,Monsoon,31.4,38,28.2,1.07,1020.2,Cloudy
613,27/05/2024,Lucknow,Uttar Pradesh,Autumn,28.6,42,7.2,1.27,1003.2,Sunny
614,24/11/2022,Pune,Maharashtra,Winter,16.8,58,28.6,0.38,1009.9,Storm
615,05/10/2022,Chennai,Tamil Nadu,Monsoon,29.1,41,10.4,4.03,1012,Sunny
616,12/02/2024,Pune,Maharashtra,Summer,32.6,85,9.4,0.05,1012.6,Sunny
617,14/05/2022,Pune,Maharashtra,Autumn,23.9,45,10,0.19,1011.8,Fog
618,12/11/2023,Ahmedabad,Gujarat,Autumn,24.9,66,20.9,0.04,1002.1,Storm
619,05/04/2022,Bangalore,Karnataka,Monsoon,29.6,64,28,2.46,1007.8,Rain
620,17/01/2023,Mumbai,Maharashtra,Summer,34.8,42,32.1,0.34,1004.6,Haze
621,09/06/2022,Ahmedabad,Gujarat,Monsoon,27.8,48,18.9,1.92,1018.8,Cloudy
622,20/12/2023,Delhi,Delhi,Winter,16,55,2.9,0.65,1019.7,Storm
623,14/04/2024,Chennai,Tamil Nadu,Autumn,20.6,90,9.4,0.16,1020.8,Rain
624,08/01/2023,Pune,Maharashtra,Autumn,25.7,55,8.4,0.18,1003.2,Fog
625,19/03/2023,Mumbai,Maharashtra,Summer,34.2,59,23.8,0.62,1004.9,Cloudy
626,11/01/2022,Hyderabad,Telangana,Autumn,27.8,53,10.8,0.18,1002.7,Fog
627,16/01/2023,Chennai,Tamil Nadu,Summer,35.2,38,27.2,1.49,1014.3,Fog
628,05/11/2023,Chennai,Tamil Nadu,Summer,30,54,19.4,0.32,1016.5,Fog
629,08/07/2023,Lucknow,Uttar Pradesh,Summer,35,62,30.6,0.13,1005.4,Rain
630,20/02/2024,Bangalore,Karnataka,Autumn,28.7,69,31.9,0.84,1016.9,Storm
631,10/01/2023,Pune,Maharashtra,Summer,30.9,88,24.9,1.23,1002.6,Storm
632,15/11/2023,Kolkata,West Bengal,Winter,19.1,94,1.9,2.57,1016.8,Cloudy
633,01/12/2023,Delhi,Delhi,Autumn,24.1,81,10.5,0.14,1008.2,Sunny
634,21/04/2024,Delhi,Delhi,Monsoon,30.8,44,18.8,3.08,1005.2,Fog
635,10/02/2022,Mumbai,Maharashtra,Monsoon,29.4,70,15.3,1.31,1019.2,Haze
636,12/10/2023,Delhi,Delhi,Winter,14.1,73,0.5,0.58,1008.3,Haze
637,25/12/2023,Bangalore,Karnataka,Monsoon,30.8,60,29,0.92,1012.3,Rain
638,30/05/2022,Chennai,Tamil Nadu,Monsoon,28.3,59,17.2,8.28,1007.2,Cloudy
639,11/04/2022,Hyderabad,Telangana,Winter,19.7,47,34.3,1.12,1011.1,Storm
640,20/08/2023,Chennai,Tamil Nadu,Winter,22.7,65,26.7,1.76,1011.2,Storm
641,20/07/2023,Bangalore,Karnataka,Winter,9,45,0,0.01,1014.9,Fog
642,13/06/2024,Jaipur,Rajasthan,Summer,33,45,11.1,0.68,1021.8,Haze
643,20/10/2023,Pune,Maharashtra,Summer,27.4,86,7.7,0.24,999.2,Fog
644,02/06/2022,Chennai,Tamil Nadu,Autumn,23.7,57,31.1,1.52,1005.2,Fog
645,10/08/2023,Lucknow,Uttar Pradesh,Winter,22.5,62,25.2,0.85,1014.4,Fog
646,10/02/2024,Chennai,Tamil Nadu,Winter,12.7,73,7.8,5.85,1012.4,Fog
647,12/08/2023,Kolkata,West Bengal,Autumn,28.7,88,8.6,1.57,1021.7,Sunny
648,08/04/2023,Ahmedabad,Gujarat,Autumn,31.4,88,34.8,1.07,1003.9,Fog
649,25/06/2022,Kolkata,West Bengal,Summer,36.8,46,8.5,2.05,1014.1,Cloudy
650,10/01/2023,Pune,Maharashtra,Autumn,24.3,68,19.7,1.75,1009.4,Storm
651,14/01/2023,Chennai,Tamil Nadu,Monsoon,28.4,63,31.9,1.21,1008.3,Sunny
652,25/01/2023,Bangalore,Karnataka,Autumn,27.4,50,1.3,0.87,1004.2,Cloudy
653,10/01/2024,Ahmedabad,Gujarat,Autumn,23.7,82,8.1,1.36,999.1,Haze
654,16/01/2022,Jaipur,Rajasthan,Winter,15.7,88,4.2,2.22,1022.5,Storm
655,03/01/2022,Pune,Maharashtra,Monsoon,33.7,40,16.2,3.75,998.4,Rain
656,21/07/2022,Hyderabad,Telangana,Winter,17.5,62,19.2,0.83,1004.9,Cloudy
657,16/10/2022,Kolkata,West Bengal,Summer,29.5,60,1.3,0.48,1004.9,Fog
658,19/03/2023,Lucknow,Uttar Pradesh,Monsoon,26.7,67,16.1,4.6,1015.6,Fog
659,04/12/2023,Bangalore,Karnataka,Winter,32,71,31.3,0.76,1019.8,Rain
660,09/08/2022,Pune,Maharashtra,Winter,9.1,91,4.6,0.56,1004.4,Sunny
661,09/06/2023,Pune,Maharashtra,Monsoon,26.5,92,32.8,1.88,1018.1,Cloudy
662,11/03/2024,Pune,Maharashtra,Summer,31.2,69,11,0.26,1001.1,Haze
663,01/03/2024,Bangalore,Karnataka,Autumn,24,58,4.2,0.3,1010.5,Storm
664,02/12/2023,Pune,Maharashtra,Winter,14,35,22.2,1.04,1015.1,Cloudy
665,20/02/2024,Pune,Maharashtra,Summer,41.5,72,10.3,0.4,1015.5,Haze
666,27/10/2022,Chennai,Tamil Nadu,Autumn,30.4,62,27.9,0.95,1002.2,Sunny
667,09/06/2022,Mumbai,Maharashtra,Monsoon,27.5,76,5.2,1.26,997,Rain
668,21/07/2023,Chennai,Tamil Nadu,Monsoon,27.9,71,30.2,2.48,1003.3,Rain
669,18/09/2023,Pune,Maharashtra,Winter,19,82,19.5,0.21,1009.7,Cloudy
670,22/03/2024,Hyderabad,Telangana,Monsoon,31.3,58,21.8,1.19,1017,Storm
671,06/03/2023,Delhi,Delhi,Monsoon,31.2,60,9.9,0.88,1017,Haze
672,30/01/2022,Lucknow,Uttar Pradesh,Autumn,26.2,88,15,0.96,1007.1,Cloudy
673,03/05/2022,Ahmedabad,Gujarat,Winter,11.7,89,24.7,1.59,1011.5,Sunny
674,08/01/2023,Lucknow,Uttar Pradesh,Autumn,23.9,79,3.4,1.62,1003.3,Cloudy
675,20/09/2022,Hyderabad,Telangana,Summer,36.7,44,21.1,0.78,1008,Haze
676,25/05/2024,Bangalore,Karnataka,Autumn,24.9,91,16.6,1.43,1019.9,Haze
677,19/04/2022,Pune,Maharashtra,Winter,11,59,0.7,0.74,1000.9,Haze
678,26/02/2023,Hyderabad,Telangana,Winter,14.7,40,8.5,2.04,1008.3,Sunny
679,19/06/2023,Lucknow,Uttar Pradesh,Monsoon,30.9,41,3.7,5.1,1020.2,Sunny
680,18/06/2022,Ahmedabad,Gujarat,Winter,20.5,41,12.6,1.92,1021,Rain
681,10/06/2022,Bangalore,Karnataka,Monsoon,32.8,50,18.5,0.42,1005.8,Haze
682,19/11/2022,Kolkata,West Bengal,Winter,16.5,83,14.2,0.13,1016,Cloudy
683,03/03/2022,Hyderabad,Telangana,Winter,19.1,40,29.1,1.38,1016.1,Sunny
684,14/02/2023,Ahmedabad,Gujarat,Summer,37.1,62,10.4,0.21,1011,Haze
685,26/11/2022,Kolkata,West Bengal,Summer,29.6,71,10.1,1.77,1005.8,Cloudy
686,18/05/2022,Lucknow,Uttar Pradesh,Autumn,23.8,40,3.1,0.88,1021.1,Sunny
687,16/08/2022,Jaipur,Rajasthan,Monsoon,27.2,48,5.6,8.54,1008.9,Storm
688,17/07/2023,Pune,Maharashtra,Monsoon,29,88,21.5,1.03,1009.6,Haze
689,27/02/2022,Pune,Maharashtra,Summer,32,72,0.2,1.79,1013,Fog
690,03/10/2023,Delhi,Delhi,Summer,34.8,72,26.9,1.16,997.3,Storm
691,10/05/2024,Chennai,Tamil Nadu,Winter,22.5,75,29.5,0.28,1017.6,Rain
692,03/02/2024,Ahmedabad,Gujarat,Summer,36.1,52,12.4,0.65,1013.9,Rain
693,04/03/2024,Lucknow,Uttar Pradesh,Autumn,30.1,79,28.3,0.78,1014.5,Sunny
694,27/08/2022,Pune,Maharashtra,Monsoon,24.1,44,7.7,5.82,1027.1,Cloudy
695,13/01/2022,Pune,Maharashtra,Autumn,30.8,87,15.5,2,1014.2,Sunny
696,30/05/2023,Bangalore,Karnataka,Autumn,23.8,85,2.2,0.45,1002.4,Rain
697,21/04/2024,Pune,Maharashtra,Summer,26.4,73,26.9,1,1010,Fog
698,21/11/2023,Mumbai,Maharashtra,Winter,22.6,40,3.6,0.03,1029.3,Haze
699,03/01/2023,Pune,Maharashtra,Winter,18.3,56,33.8,1.45,1000.3,Cloudy
700,19/08/2022,Hyderabad,Telangana,Autumn,32,79,26.3,0.18,1004.9,Cloudy
701,03/03/2024,Lucknow,Uttar Pradesh,Monsoon,31.3,44,29.3,0.79,1009.2,Rain
702,23/03/2023,Bangalore,Karnataka,Autumn,28.8,79,1.5,4.19,1011.6,Rain
703,29/04/2022,Ahmedabad,Gujarat,Winter,11.6,47,31.6,0.06,1010.7,Storm
704,03/01/2023,Kolkata,West Bengal,Winter,15.9,82,3.2,0.07,1005.7,Rain
705,28/02/2024,Kolkata,West Bengal,Summer,33.9,71,25.7,0.02,1018.7,Sunny
706,13/12/2023,Kolkata,West Bengal,Monsoon,27,46,24.1,4.84,1014.6,Haze
707,24/04/2023,Lucknow,Uttar Pradesh,Summer,29.3,53,4.6,0.09,1008.3,Cloudy
708,03/11/2023,Pune,Maharashtra,Monsoon,27.4,56,26.4,1.55,1011.9,Fog
709,17/05/2023,Bangalore,Karnataka,Summer,38.7,66,15,0.1,1013,Sunny
710,21/03/2024,Chennai,Tamil Nadu,Monsoon,25.5,44,3.3,9.19,1013.5,Cloudy
711,24/05/2023,Delhi,Delhi,Monsoon,28.7,40,17.7,21.45,1001.8,Haze
712,01/10/2022,Mumbai,Maharashtra,Winter,26,74,11.9,0.38,1013.8,Fog
713,27/05/2024,Ahmedabad,Gujarat,Winter,10.6,60,25.5,1.3,999.7,Sunny
714,26/08/2023,Pune,Maharashtra,Summer,34.7,62,23.4,0.77,1029,Rain
715,15/11/2023,Jaipur,Rajasthan,Summer,30.9,50,30.8,0.1,1010.9,Sunny
716,15/04/2024,Kolkata,West Bengal,Monsoon,29,59,5.4,5.89,989,Haze
717,06/06/2024,Lucknow,Uttar Pradesh,Autumn,24.1,38,31,0.04,1015.6,Cloudy
718,31/01/2023,Chennai,Tamil Nadu,Autumn,24,53,6.9,1.25,1005,Storm
719,19/04/2024,Hyderabad,Telangana,Monsoon,28.8,75,0.8,0.18,1010.7,Haze
720,01/08/2022,Lucknow,Uttar Pradesh,Autumn,26.1,81,27.7,1.59,1015.5,Fog
721,17/03/2022,Hyderabad,Telangana,Autumn,27.7,38,9.5,0.65,1011.7,Sunny
722,07/02/2024,Ahmedabad,Gujarat,Summer,27.4,91,10.2,1.65,1005.5,Sunny
723,18/11/2023,Bangalore,Karnataka,Monsoon,29.1,38,5.5,3.69,1016.6,Rain
724,03/04/2024,Jaipur,Rajasthan,Winter,16.5,60,16.7,1.28,1006.8,Fog
725,13/08/2023,Hyderabad,Telangana,Monsoon,31.2,71,23.7,1.55,1012.1,Haze
726,07/12/2023,Bangalore,Karnataka,Summer,34.5,62,13,0.82,1010.5,Sunny
727,30/12/2022,Kolkata,West Bengal,Autumn,25.4,55,2.8,0.19,1011,Rain
728,25/05/2024,Pune,Maharashtra,Monsoon,27,43,9.8,0.2,1020.1,Cloudy
729,21/10/2023,Jaipur,Rajasthan,Monsoon,23.5,64,20.7,1.94,1011.5,Sunny
730,16/06/2022,Delhi,Delhi,Monsoon,32.4,80,15.2,5.3,1015.9,Haze
731,21/02/2024,Ahmedabad,Gujarat,Summer,34.9,71,8,0.37,1008.4,Rain
732,29/04/2022,Lucknow,Uttar Pradesh,Summer,31.1,48,12.1,0.83,999.4,Storm
733,13/04/2023,Kolkata,West Bengal,Monsoon,32.9,51,26.7,3.2,1007.7,Haze
734,18/11/2023,Delhi,Delhi,Monsoon,22.5,85,17.8,0.81,1016,Storm
735,10/12/2022,Jaipur,Rajasthan,Autumn,23.7,88,10.5,0.27,1003,Fog
736,28/11/2022,Delhi,Delhi,Winter,21.4,36,1.1,1.02,1021,Rain
737,13/01/2024,Jaipur,Rajasthan,Winter,13.1,39,9.6,0.18,1011.7,Haze
738,01/04/2022,Lucknow,Uttar Pradesh,Monsoon,24.4,37,28.6,5.59,1015.7,Rain
739,09/08/2023,Kolkata,West Bengal,Summer,30.5,35,12.7,1.97,996,Storm
740,21/04/2023,Bangalore,Karnataka,Winter,23.1,68,0.5,0.68,1011.5,Storm
741,08/03/2023,Delhi,Delhi,Winter,16.7,75,17.9,0.09,1002.1,Rain
742,05/12/2023,Pune,Maharashtra,Summer,34.7,49,17.8,0.01,1009.6,Storm
743,05/10/2022,Bangalore,Karnataka,Monsoon,23.5,83,1.3,0.59,1022.2,Haze
744,16/03/2024,Hyderabad,Telangana,Autumn,26.2,85,33.8,0.87,999.5,Storm
745,20/04/2022,Lucknow,Uttar Pradesh,Monsoon,24.5,42,17.3,0.07,1014.7,Sunny
746,16/12/2023,Kolkata,West Bengal,Winter,15.1,69,17,3.61,1010.5,Sunny
747,22/05/2023,Delhi,Delhi,Winter,3.6,49,23.3,0.95,1017.1,Sunny
748,20/01/2023,Bangalore,Karnataka,Winter,14,63,2.5,2.02,1028.2,Haze
749,12/05/2024,Ahmedabad,Gujarat,Monsoon,26.3,92,3.5,7.95,1019.8,Sunny
750,05/01/2022,Kolkata,West Bengal,Autumn,23.7,91,34.9,0.57,1013.7,Sunny
751,30/07/2022,Pune,Maharashtra,Autumn,22.1,90,7.9,0.57,1020.7,Sunny
752,15/03/2024,Ahmedabad,Gujarat,Monsoon,34,51,7.6,5.22,1011.5,Rain
753,15/11/2022,Lucknow,Uttar Pradesh,Summer,39.7,49,17.4,3.1,1016.6,Fog
754,22/09/2023,Bangalore,Karnataka,Winter,21.4,46,27.1,0.23,1011.1,Storm
755,12/04/2024,Mumbai,Maharashtra,Summer,29.3,41,33.5,0.87,1013.9,Rain
756,02/07/2023,Kolkata,West Bengal,Winter,24.3,54,13.4,0.2,1006.4,Storm
757,30/12/2023,Delhi,Delhi,Monsoon,34.4,69,16.8,1.99,1006.6,Sunny
758,23/06/2023,Delhi,Delhi,Winter,21.9,87,8.1,0.41,1013.9,Storm
759,17/05/2022,Ahmedabad,Gujarat,Summer,33.4,88,19.8,0.59,1022.2,Fog
760,08/06/2022,Delhi,Delhi,Summer,30.6,75,25.7,1.15,999.3,Storm
761,13/05/2024,Kolkata,West Bengal,Monsoon,28.3,35,14,1.19,1001.6,Sunny
762,18/09/2022,Lucknow,Uttar Pradesh,Winter,19.8,93,34.5,0.67,1005.2,Fog
763,30/05/2022,Mumbai,Maharashtra,Monsoon,30.3,37,16.2,4.22,1016.3,Fog
764,22/09/2022,Pune,Maharashtra,Autumn,26,81,33.6,0.02,1020.9,Cloudy
765,20/05/2023,Mumbai,Maharashtra,Winter,11.2,89,23.7,0.68,1000.4,Sunny
766,30/05/2022,Jaipur,Rajasthan,Summer,33.2,71,4.7,1.57,1005.2,Sunny
767,12/06/2023,Jaipur,Rajasthan,Autumn,24.5,85,16.5,0.45,1008.5,Sunny
768,15/10/2022,Bangalore,Karnataka,Autumn,21.1,40,15.6,0.02,1004.4,Storm
769,05/03/2022,Mumbai,Maharashtra,Winter,15.8,43,16.7,1.3,1008.3,Storm
770,23/06/2023,Bangalore,Karnataka,Winter,17.6,55,30.1,0.05,1001.9,Fog
771,13/03/2023,Pune,Maharashtra,Summer,35.5,74,11.4,0.04,1010.4,Cloudy
772,25/01/2024,Hyderabad,Telangana,Autumn,24.9,55,5.2,0.12,1010.5,Rain
773,27/03/2023,Bangalore,Karnataka,Monsoon,29.7,94,5.8,1.39,997.7,Fog
774,01/05/2024,Jaipur,Rajasthan,Winter,19.6,54,18.7,0.86,1013.1,Haze
775,26/03/2023,Lucknow,Uttar Pradesh,Summer,32.2,94,15.6,0.9,1011.3,Storm
776,02/07/2023,Chennai,Tamil Nadu,Summer,38.3,70,29.9,0.48,1012.1,Fog
777,07/12/2022,Kolkata,West Bengal,Autumn,29.1,70,33.1,0.03,1020.2,Sunny
778,04/01/2022,Chennai,Tamil Nadu,Monsoon,20.9,38,20.7,2.61,1018.3,Haze
779,20/10/2022,Ahmedabad,Gujarat,Autumn,24.8,90,33.7,1.37,1005.3,Cloudy
780,29/09/2022,Mumbai,Maharashtra,Winter,18.2,85,31.7,0.52,1006.9,Sunny
781,02/04/2023,Kolkata,West Bengal,Monsoon,22.6,89,22.6,1.78,1010.1,Storm
782,16/11/2023,Lucknow,Uttar Pradesh,Monsoon,25.2,65,28.2,3.35,1008.8,Storm
783,23/01/2022,Hyderabad,Telangana,Autumn,27.8,91,27.6,0.05,1002.9,Sunny
784,08/12/2022,Chennai,Tamil Nadu,Autumn,28.1,51,13.2,0.02,1000.5,Sunny
785,07/04/2024,Lucknow,Uttar Pradesh,Winter,10.8,66,26.1,1.33,1000.4,Cloudy
786,10/10/2023,Jaipur,Rajasthan,Winter,16.2,61,2.3,3.19,1007.6,Cloudy
787,12/03/2023,Ahmedabad,Gujarat,Monsoon,26.2,84,28.2,2.2,1008.9,Haze
788,01/12/2022,Delhi,Delhi,Winter,18.2,74,15,0.1,996,Rain
789,28/11/2023,Hyderabad,Telangana,Autumn,23,63,8.7,0.08,1008.3,Storm
790,23/12/2022,Jaipur,Rajasthan,Summer,32.8,88,10.5,0.75,1007.6,Sunny
791,12/03/2023,Mumbai,Maharashtra,Summer,36.7,94,31.4,0.92,1009.5,Sunny
792,26/12/2022,Hyderabad,Telangana,Monsoon,28.1,77,27.4,1.39,991,Sunny
793,05/02/2024,Ahmedabad,Gujarat,Monsoon,35.1,91,8.5,9.08,1007.2,Fog
794,15/02/2022,Delhi,Delhi,Summer,26.5,47,24,1.69,1016,Rain
795,15/04/2023,Ahmedabad,Gujarat,Autumn,26.5,60,28.5,2.02,1000.7,Sunny
796,06/07/2023,Bangalore,Karnataka,Monsoon,24.7,86,19,2.59,1004.9,Fog
797,09/02/2024,Hyderabad,Telangana,Summer,32.5,70,5.6,2.09,995.5,Rain
798,09/04/2023,Pune,Maharashtra,Winter,16.3,90,23.1,1.62,1015.3,Rain
799,24/09/2023,Hyderabad,Telangana,Winter,13.4,72,16.8,1.13,1004.4,Rain
800,10/07/2023,Delhi,Delhi,Autumn,33.8,68,32.7,2.9,1020.4,Haze
801,30/07/2023,Kolkata,West Bengal,Summer,36.7,88,0.6,0.59,1012.8,Storm
802,19/11/2023,Hyderabad,Telangana,Autumn,32.1,67,13.9,0.2,1015,Cloudy
803,09/04/2022,Delhi,Delhi,Winter,25.7,68,22.6,0.1,1011.2,Storm
804,18/10/2022,Delhi,Delhi,Winter,16,92,9.3,1.44,1016.7,Rain
805,16/01/2024,Delhi,Delhi,Summer,27.6,94,10.9,3.44,1012.7,Sunny
806,22/08/2022,Mumbai,Maharashtra,Summer,36.4,68,10,1.9,1012.7,Haze
807,15/04/2023,Bangalore,Karnataka,Monsoon,24.7,39,4.3,10.29,1010.3,Fog
808,26/08/2022,Delhi,Delhi,Autumn,24.8,88,8.1,0.25,1009.3,Sunny
809,14/05/2022,Jaipur,Rajasthan,Monsoon,26.1,81,3.3,0.58,1001.3,Haze
810,20/12/2022,Jaipur,Rajasthan,Monsoon,28.1,56,7.4,1.97,995.6,Fog
811,04/11/2022,Ahmedabad,Gujarat,Summer,26.8,94,25.7,3.14,1012.9,Fog
812,14/12/2023,Kolkata,West Bengal,Autumn,29.8,51,28.5,1.43,1019.3,Storm
813,10/03/2023,Jaipur,Rajasthan,Summer,30.1,85,32.3,1.66,1007.7,Cloudy
814,02/04/2024,Mumbai,Maharashtra,Monsoon,27.7,80,3.7,8.39,1011.3,Haze
815,19/04/2023,Jaipur,Rajasthan,Summer,33.4,43,32.3,1.16,1008.5,Rain
816,26/09/2023,Mumbai,Maharashtra,Winter,13.3,88,16.7,1.31,1005.3,Rain
817,18/11/2023,Ahmedabad,Gujarat,Summer,35.2,93,14.9,2.15,997.5,Fog
818,03/08/2023,Pune,Maharashtra,Winter,17.4,58,17.7,0.45,1011.6,Cloudy
819,15/11/2022,Hyderabad,Telangana,Autumn,24.3,55,9.8,0.23,991.2,Cloudy
820,02/05/2022,Mumbai,Maharashtra,Autumn,20.5,82,12.2,0.69,1014.4,Haze
821,14/07/2022,Ahmedabad,Gujarat,Winter,20.4,59,31.2,0.53,1012.6,Haze
822,31/01/2024,Bangalore,Karnataka,Autumn,22.5,51,32.5,0.61,1011.5,Rain
823,03/09/2023,Delhi,Delhi,Monsoon,25.5,89,25.1,3.52,1018.9,Fog
824,26/03/2022,Pune,Maharashtra,Summer,38.2,51,28.4,0.79,1003.9,Storm
825,25/04/2023,Kolkata,West Bengal,Winter,14.9,77,17.7,3.2,1017,Cloudy
826,21/10/2023,Delhi,Delhi,Summer,41.6,89,26,4.05,1009.7,Cloudy
827,12/05/2022,Chennai,Tamil Nadu,Winter,9,47,5.5,1.31,997.9,Storm
828,20/05/2024,Pune,Maharashtra,Summer,33.9,90,25,2.13,1012.4,Storm
829,23/11/2022,Lucknow,Uttar Pradesh,Autumn,26.2,90,31.4,2.95,1013.5,Rain
830,13/06/2024,Hyderabad,Telangana,Autumn,22.5,53,32.4,0.63,1016.9,Rain
831,07/03/2023,Mumbai,Maharashtra,Summer,41.7,45,34,0.14,1014.8,Rain
832,30/10/2022,Bangalore,Karnataka,Monsoon,28.9,36,1.1,0.23,1013.4,Cloudy
833,19/02/2024,Hyderabad,Telangana,Monsoon,27.1,72,33.1,7.25,1000.7,Rain
834,20/10/2023,Chennai,Tamil Nadu,Autumn,23.2,81,10.7,0.47,1008.4,Fog
835,26/02/2024,Ahmedabad,Gujarat,Winter,21.5,93,18.8,3.91,1021.8,Fog
836,18/03/2023,Ahmedabad,Gujarat,Autumn,20.9,83,14.8,0.53,1007.8,Rain
837,23/02/2022,Ahmedabad,Gujarat,Summer,35.7,84,13.4,1.65,1012.3,Haze
838,15/03/2024,Mumbai,Maharashtra,Summer,24.2,88,15.4,0.51,1019,Rain
839,02/05/2024,Mumbai,Maharashtra,Monsoon,31.6,39,7.1,6.49,1024.4,Fog
840,29/05/2024,Ahmedabad,Gujarat,Autumn,28.5,75,14.6,0.73,1008.7,Storm
841,04/07/2022,Hyderabad,Telangana,Autumn,21.7,59,28,1.59,1018.4,Fog
842,22/03/2023,Ahmedabad,Gujarat,Winter,16.9,81,20.7,2.07,1001.3,Cloudy
843,08/07/2022,Bangalore,Karnataka,Winter,25.2,48,3.3,0.56,1002.9,Fog
844,22/04/2023,Kolkata,West Bengal,Autumn,23.4,82,12.4,0.47,1013.7,Cloudy
845,31/03/2024,Pune,Maharashtra,Autumn,28,81,1.1,1.16,1014.5,Fog
846,12/12/2022,Mumbai,Maharashtra,Winter,18.6,55,20.2,0.77,1006.3,Storm
847,19/07/2022,Lucknow,Uttar Pradesh,Monsoon,31.8,91,7.9,3.11,1004,Cloudy
